Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
NCBP2		3q29	AMP	1	616	0.2%	No
KLHL38		8q24.13	AMP	35	616	5.7%	No
HAGHL		16p13.3	AMP	2	616	0.3%	No
FANCD2OS		3p25.3	HOMDEL	1	616	0.2%	No
ATP5MC1		17q21.32	AMP	4	616	0.6%	No
TMEM132D		12q24.33	AMP	2	616	0.3%	No
DISC1FP1		11q14.3	AMP	1	616	0.2%	No
ATXN7L3		17q21.31	AMP	2	616	0.3%	No
PRSS53		16p11.2	AMP	5	616	0.8%	No
ZC3H12C		11q22.3	AMP	1	616	0.2%	No
GNAZ		22q11.22-q11.23	HOMDEL	2	616	0.3%	No
PCED1A		20p13	HOMDEL	2	616	0.3%	No
UBQLN3		11p15.4	AMP	1	616	0.2%	No
MAPRE1		20q11.21	AMP	51	616	8.3%	No
POLR3GL	1.892e-2	1q21.1	AMP	5	616	0.8%	No
PAOX		10q26.3	AMP	1	616	0.2%	No
TBK1		12q14.2	AMP	1	616	0.2%	No
ATP5MC2		12q13.13	AMP	2	616	0.3%	No
SSH2		17q11.2	AMP	5	616	0.8%	No
MRGPRE		11p15.4	AMP	1	616	0.2%	No
C9ORF24		9p13.3	HOMDEL	1	616	0.2%	No
ATP6V1G2		6p21.33	HOMDEL	2	616	0.3%	No
SPOPL		2q22.1	HOMDEL	2	616	0.3%	No
NBPF10	1.892e-2	1q21.1	AMP	5	616	0.8%	No
TMPRSS13		11q23.3	AMP	2	616	0.3%	No
CD93		20p11.21	AMP	14	616	2.3%	No
ALKBH7		19p13.3	AMP	1	616	0.2%	No
CHODL		21q21.1	AMP	3	616	0.5%	No
GOLGA8DP	2.325e-6	15q11.2	HOMDEL	5	616	0.8%	No
HES4		1p36.33	HOMDEL	5	616	0.8%	No
IL17RC		3p25.3	HOMDEL	1	616	0.2%	No
CDH8		16q21	HOMDEL	3	616	0.5%	No
CTNNA3		10q21.3	HOMDEL	2	616	0.3%	No
RN7SKP293		6p24.1	HOMDEL	3	616	0.5%	No
LINC00582	1.892e-2	1q42.2	AMP	4	616	0.6%	No
PRF1		10q22.1	HOMDEL	1	616	0.2%	Yes
MED28		4p15.32	AMP	1	616	0.2%	No
IL21R		16p12.1	AMP	4	616	0.6%	Yes
SNORD100		6q23.2	AMP	2	616	0.3%	No
THEMIS		6q22.33	AMP	2	616	0.3%	No
SPATA8		15q26.2	HOMDEL	2	616	0.3%	No
BMP6		6p24.3	HOMDEL	2	616	0.3%	No
CNOT1		16q21	AMP	1	616	0.2%	No
DCAF4L1		4p13	HOMDEL	1	616	0.2%	No
HMGCR		5q13.3	HOMDEL	2	616	0.3%	No
AP3B1		5q14.1	HOMDEL	1	616	0.2%	No
GALNT9		12q24.33	AMP	1	616	0.2%	No
HIGD1B		17q21.31	HOMDEL	1	616	0.2%	No
FER1L4		20q11.22	AMP	50	616	8.1%	No
RNU6ATAC27P		1p35.3	HOMDEL	1	616	0.2%	No
EIF3G		19p13.2	HOMDEL	3	616	0.5%	No
SNORD101		6q23.2	AMP	2	616	0.3%	No
POLR2B		4q12	HOMDEL	2	616	0.3%	No
HM13	0	20q11.21	AMP	59	616	9.6%	No
PRR11		17q22	AMP	5	616	0.8%	No
CACNA1B		9q34.3	HOMDEL	2	616	0.3%	No
PLG		6q26	AMP	3	616	0.5%	No
MLKL		16q23.1	HOMDEL	1	616	0.2%	No
ATP6V0A4		7q34	AMP	1	616	0.2%	No
PYY		17q21.31	HOMDEL	1	616	0.2%	No
ELP2		18q12.2	HOMDEL	5	616	0.8%	Yes
ZAR1L		13q13.1	AMP	25	616	4.1%	No
RN7SL457P		8p12	HOMDEL	21	616	3.4%	No
RNA5SP22		1p31.1	HOMDEL	2	616	0.3%	No
OR10AG1		11q12.1	AMP	2	616	0.3%	No
ZBTB42		14q32.33	AMP	1	616	0.2%	No
EXOC2		6p25.3	AMP	3	616	0.5%	No
IL22		12q15	AMP	1	616	0.2%	No
OR4Q3	6.190e-2	14q11.2	HOMDEL	1	616	0.2%	No
CACNA2D2		3p21.31	HOMDEL	3	616	0.5%	No
CLDN7		17p13.1	HOMDEL	9	616	1.5%	No
PURG		8p12	HOMDEL	27	616	4.4%	No
MTHFD2P1		3q11.2	HOMDEL	1	616	0.2%	No
MAT1A	4.415e-3	10q22.3	AMP	6	616	1.0%	No
SAP30BP		17q25.1	AMP	2	616	0.3%	No
GPR22		7q22.3	AMP	2	616	0.3%	No
LYAR	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
WFIKKN2		17q21.33	AMP	3	616	0.5%	No
TEX29		13q34	HOMDEL	1	616	0.2%	No
FUBP1		1p31.1	HOMDEL	2	616	0.3%	Yes
C17ORF75		17q11.2	AMP	3	616	0.5%	No
MAS1		6q25.3	AMP	3	616	0.5%	No
AGBL3		7q33	AMP	1	616	0.2%	No
FAM215B		17q21.31	HOMDEL	1	616	0.2%	No
TSHZ2		20q13.2	AMP	54	616	8.8%	No
NUGGC		8p21.1	HOMDEL	34	616	5.5%	No
UBA3		3p14.1	AMP	1	616	0.2%	No
LPAR4		Xq21.1	AMP	1	616	0.2%	No
GLIS2		16p13.3	HOMDEL	2	616	0.3%	No
OR2H2		6p22.1	HOMDEL	1	616	0.2%	No
NBPF6	4.912e-6	1p13.3	HOMDEL	3	616	0.5%	No
S100A16	1.892e-2	1q21.3	AMP	4	616	0.6%	No
FLAD1	1.892e-2	1q21.3	AMP	3	616	0.5%	No
AKR1C1		10p15.1	AMP	1	616	0.2%	No
H2AJ	1.319e-2	12p12.3	HOMDEL	2	616	0.3%	No
RBM6		3p21.31	HOMDEL	2	616	0.3%	No
MARS1		12q13.3	AMP	2	616	0.3%	No
BRD7		16q12.1	AMP	5	616	0.8%	No
FAM110B		8q12.1	HOMDEL	1	616	0.2%	No
RN7SL357P		4q12	HOMDEL	2	616	0.3%	No
GPR20		8q24.3	AMP	27	616	4.4%	No
RNA5SP127		3p23	HOMDEL	1	616	0.2%	No
AKR1C2		10p15.1	AMP	1	616	0.2%	No
LINC00629		Xq26.3	AMP	2	616	0.3%	No
SPHKAP		2q36.3	AMP	2	616	0.3%	No
NRROS		3q29	AMP	1	616	0.2%	No
DDX25		11q24.2	AMP	1	616	0.2%	No
PPT2		6p21.32	HOMDEL	2	616	0.3%	No
KRT34		17q21.2	HOMDEL	1	616	0.2%	No
GREM1	2.325e-6	15q13.3	HOMDEL	7	616	1.1%	Yes
NDUFV1		11q13.2	HOMDEL	1	616	0.2%	No
ABCC9		12p12.1	AMP	3	616	0.5%	No
RB1-DT		13q14.2	HOMDEL	2	616	0.3%	No
MUSK		9q31.3	HOMDEL	1	616	0.2%	No
PXMP4		20q11.22	AMP	51	616	8.3%	No
LINC00656		20p11.21	HOMDEL	1	616	0.2%	No
MEIOC		17q21.31	HOMDEL	1	616	0.2%	No
ERG		21q22.2	HOMDEL	5	616	0.8%	Yes
GPR18		13q32.3	AMP	13	616	2.1%	No
C9ORF64		9q21.32	AMP	1	616	0.2%	No
SCAI		9q33.3	AMP	1	616	0.2%	No
LINC00951		6p21.2	HOMDEL	1	616	0.2%	No
BHLHA9		17p13.3	HOMDEL	5	616	0.8%	No
RUNDC3A		17q21.31	AMP	2	616	0.3%	No
DDC		7p12.2-p12.1	AMP	3	616	0.5%	No
ETNK1		12p12.1	HOMDEL	1	616	0.2%	Yes
MAGEB17		Xp22.2	HOMDEL	6	616	1.0%	No
PDZD7		10q24.31	HOMDEL	5	616	0.8%	No
CMTM8		3p22.3	HOMDEL	1	616	0.2%	No
NCF1B		7q11.23	AMP	3	616	0.5%	No
CTPS2		Xp22.2	HOMDEL	5	616	0.8%	No
TDRD5	1.892e-2	1q25.2	AMP	4	616	0.6%	No
CARS2		13q34	AMP	20	616	3.2%	No
MS4A13		11q12.2	HOMDEL	1	616	0.2%	No
MTRNR2L1		17p11.2	AMP	6	616	1.0%	No
ADCK5		8q24.3	AMP	28	616	4.5%	No
RBMS3		3p24.1	HOMDEL	2	616	0.3%	No
SP140		2q37.1	AMP	1	616	0.2%	Yes
FCER2		19p13.2	HOMDEL	3	616	0.5%	No
RNF128		Xq22.3	AMP	1	616	0.2%	No
TRIM50		7q11.23	AMP	3	616	0.5%	No
C6ORF15		6p21.33	AMP	2	616	0.3%	No
RNA5SP394		15q21.2	HOMDEL	4	616	0.6%	No
SLC22A9		11q12.3	HOMDEL	1	616	0.2%	No
ARSD		Xp22.33	HOMDEL	10	616	1.6%	No
STAP2		19p13.3	HOMDEL	3	616	0.5%	No
LINC00551		13q33.3	HOMDEL	1	616	0.2%	No
RN7SL104P		2p24.3	HOMDEL	1	616	0.2%	No
DCX		Xq23	AMP	1	616	0.2%	No
ATXN7L1		7q22.3	HOMDEL	1	616	0.2%	No
PCGF3	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
SMPDL3B		1p35.3	HOMDEL	1	616	0.2%	No
ABCC9		12p12.1	HOMDEL	1	616	0.2%	No
OR51G1		11p15.4	AMP	1	616	0.2%	No
TRAPPC10		21q22.3	HOMDEL	2	616	0.3%	No
RN7SL850P		16p13.3	HOMDEL	2	616	0.3%	No
PLD1		3q26.31	HOMDEL	1	616	0.2%	No
CDS2		20p12.3	HOMDEL	2	616	0.3%	No
MICU2		13q12.11	AMP	34	616	5.5%	No
BCOR		Xp11.4	HOMDEL	4	616	0.6%	Yes
IL1RAPL1		Xp21.3-p21.2	HOMDEL	6	616	1.0%	No
VRK1	1.130e-1	14q32.2	HOMDEL	2	616	0.3%	No
AFG3L2		18p11.21	AMP	4	616	0.6%	No
PITPNM1		11q13.2	HOMDEL	1	616	0.2%	No
TDRP		8p23.3	AMP	2	616	0.3%	No
SNORA11E		Xp11.22	HOMDEL	3	616	0.5%	No
CNTD1		17q21.2-q21.31	AMP	2	616	0.3%	No
SNORA60	0	20q11.23	AMP	46	616	7.5%	No
DRAM2	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
PRC1	9.521e-2	15q26.1	AMP	2	616	0.3%	No
SLC6A7		5q32	HOMDEL	2	616	0.3%	No
MEGF6		1p36.32	HOMDEL	5	616	0.8%	No
KRT32		17q21.2	HOMDEL	1	616	0.2%	No
LONRF3		Xq24	HOMDEL	1	616	0.2%	No
GADD45GIP1		19p13.13	HOMDEL	3	616	0.5%	No
CHP1	3.147e-8	15q15.1	HOMDEL	9	616	1.5%	No
SLC13A2		17q11.2	AMP	6	616	1.0%	No
UBE2D3		4q24	HOMDEL	2	616	0.3%	No
MLH3	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
CTU2		16q24.3	HOMDEL	3	616	0.5%	No
TMEM129		4p16.3	AMP	1	616	0.2%	No
MTAP	1.016e-1	9p21.3	HOMDEL	6	616	1.0%	Yes
AKAP12		6q25.1	HOMDEL	1	616	0.2%	No
ERICH1		8p23.3	AMP	2	616	0.3%	No
DMRTC1		Xq13.1	HOMDEL	2	616	0.3%	No
ACTN4		19q13.2	AMP	4	616	0.6%	No
LRRC7		1p31.1	HOMDEL	3	616	0.5%	No
TRIM47		17q25.1	AMP	3	616	0.5%	No
TAFA3	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
EPYC	1.486e-1	12q21.33	HOMDEL	1	616	0.2%	No
SNORA71C	0	20q11.23	AMP	46	616	7.5%	No
MAPT		17q21.31	HOMDEL	1	616	0.2%	No
MC3R		20q13.2	AMP	53	616	8.6%	No
ERCC6		10q11.23	HOMDEL	2	616	0.3%	No
TARBP1		1q42.2	HOMDEL	2	616	0.3%	No
CASP16P		16p13.3	HOMDEL	2	616	0.3%	No
OTUD7B	1.892e-2	1q21.2	AMP	4	616	0.6%	No
MRPL24	1.892e-2	1q23.1	AMP	3	616	0.5%	No
FASN		17q25.3	HOMDEL	1	616	0.2%	No
MC2R		18p11.2	AMP	3	616	0.5%	No
RETREG3		17q21.2	HOMDEL	1	616	0.2%	No
FEM1A		19p13.3	HOMDEL	3	616	0.5%	No
TMEM260		14q22.3	HOMDEL	2	616	0.3%	No
RBSN		3p25.1	AMP	1	616	0.2%	No
TMEM250		9q34.3	HOMDEL	1	616	0.2%	No
FRMD7		Xq26.2	AMP	2	616	0.3%	No
PPP1R13B-DT	1.130e-1	14q32.33	HOMDEL	3	616	0.5%	No
OR14J1		6p22.1	AMP	1	616	0.2%	No
ARMH3		10q24.32	AMP	1	616	0.2%	No
CLVS2		6q22.31	HOMDEL	1	616	0.2%	No
TBCD		17q25.3	HOMDEL	2	616	0.3%	No
EGOT		3p26.1	AMP	1	616	0.2%	No
SNRNP48		6p24.3	HOMDEL	2	616	0.3%	No
DDR1		6p21.33	AMP	2	616	0.3%	Yes
SKOR2		18q21.1	HOMDEL	11	616	1.8%	No
HCG21		6p21	HOMDEL	1	616	0.2%	No
SNORA54		11p15.4	AMP	1	616	0.2%	No
RN7SL166P		13q12.11	HOMDEL	1	616	0.2%	No
RCE1		11q13.2	HOMDEL	1	616	0.2%	No
SNORA55		1p34.3	AMP	3	616	0.5%	No
STAT3		17q21.2	HOMDEL	1	616	0.2%	Yes
SCOC		4q31.1	HOMDEL	2	616	0.3%	No
TBX20	2.467e-1	7p14.2	AMP	2	616	0.3%	No
MGST1	1.319e-2	12p12.3	HOMDEL	1	616	0.2%	No
PCSK4	9.757e-6	19p13.3	HOMDEL	4	616	0.6%	No
C5ORF24	2.199e-5	5q31.1	HOMDEL	2	616	0.3%	No
RAB20		13q34	HOMDEL	1	616	0.2%	No
NELFA	9.545e-2	4p16.3	HOMDEL	2	616	0.3%	No
FAM117B		2q33.2	HOMDEL	1	616	0.2%	No
CACNA2D1		7q21.11	AMP	3	616	0.5%	No
DAW1		2q36.3	AMP	1	616	0.2%	No
LRRC43		12q24.31	HOMDEL	1	616	0.2%	No
SNORA56		Xq28	AMP	4	616	0.6%	No
CCDC144A		17p11.2	HOMDEL	5	616	0.8%	No
ELL		19p13.11	HOMDEL	3	616	0.5%	Yes
KIF9		3p21.31	AMP	1	616	0.2%	No
LINC00844		10q21.1	HOMDEL	1	616	0.2%	No
DCST2	1.892e-2	1q21.3	AMP	3	616	0.5%	No
EIF4EBP2		10q22.1	HOMDEL	1	616	0.2%	No
PRSS37		7q34	HOMDEL	1	616	0.2%	No
GHRLOS		3p25.3	AMP	1	616	0.2%	No
RN7SL223P		11q21	HOMDEL	1	616	0.2%	No
CACNB1		17q12	AMP	13	616	2.1%	No
RN7SL589P	9.545e-2	4p16.3	HOMDEL	2	616	0.3%	No
POTEB	2.325e-6	15q11.2	HOMDEL	5	616	0.8%	No
SPIN4		Xq11.1	HOMDEL	3	616	0.5%	No
SLC2A12		6q23.2	AMP	2	616	0.3%	No
OR10C1		6p22.1	AMP	1	616	0.2%	No
RGCC		13q14.11	HOMDEL	1	616	0.2%	No
C11ORF1	1.152e-1	11q23.1	HOMDEL	1	616	0.2%	No
SHC2		19p13.3	HOMDEL	4	616	0.6%	No
CACNB2		10p12	AMP	1	616	0.2%	No
LINGO4	1.892e-2	1q21.3	AMP	4	616	0.6%	No
ACP1		2p25.3	HOMDEL	1	616	0.2%	No
CCNT2		2q21.3	HOMDEL	1	616	0.2%	No
ING3		7q31.31	AMP	1	616	0.2%	No
RN7SL43P		7q11.21	AMP	2	616	0.3%	No
FRK		6q22.1	HOMDEL	2	616	0.3%	No
LEUTX		19q13.2	HOMDEL	1	616	0.2%	No
OTUD6A		Xq13.1	AMP	1	616	0.2%	No
SHC3		9q22.1	AMP	4	616	0.6%	No
LINC00320	5.638e-6	21q21.1	HOMDEL	5	616	0.8%	No
ACTN2	1.892e-2	1q43	AMP	4	616	0.6%	No
ZNF391		6p22.1	HOMDEL	4	616	0.6%	No
PLP2		Xp11.23	AMP	1	616	0.2%	No
ZMYM2		13q12.11	AMP	33	616	5.4%	Yes
PTPN22	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
CMTM7		3p22.3	AMP	1	616	0.2%	No
CACNG1	8.488e-3	17q24.2	AMP	8	616	1.3%	No
EIF3I		1p35.2	HOMDEL	2	616	0.3%	No
SLC10A1		14q24.1	AMP	1	616	0.2%	No
BTBD10		11p15.3	AMP	2	616	0.3%	No
CHRNA10		11p15.4	AMP	1	616	0.2%	No
SLC52A3		20p13	HOMDEL	3	616	0.5%	No
FAM66E		8p23.1	HOMDEL	42	616	6.8%	No
PLRG1		4q31.3	AMP	1	616	0.2%	No
ZNF202		11q23.3	AMP	1	616	0.2%	No
CLDN24	9.214e-21	4q35.1	HOMDEL	16	616	2.6%	No
ZNF598		16p13.3	HOMDEL	2	616	0.3%	No
RASL12		15q22.31	HOMDEL	1	616	0.2%	No
RN7SL50P		18p11.23	AMP	3	616	0.5%	No
LIN28B-AS1		6q16.3	HOMDEL	3	616	0.5%	No
SLC10A2		13q33.1	AMP	14	616	2.3%	No
HS6ST2		Xq26.2	AMP	2	616	0.3%	No
LINC00690		3p24.3	HOMDEL	1	616	0.2%	No
DDI2		1p36.21	HOMDEL	3	616	0.5%	No
ATP5ME		4p16.3	AMP	1	616	0.2%	No
SLC26A7		8q21.3	AMP	26	616	4.2%	No
CFAP70		10q22.2	HOMDEL	1	616	0.2%	No
WDR82		3p21.2	HOMDEL	3	616	0.5%	No
KCNK7		11q13.1	HOMDEL	2	616	0.3%	No
RNF186		1p36.13	HOMDEL	2	616	0.3%	No
ZNF200		16p13.3	AMP	1	616	0.2%	No
AGK		7q34	AMP	1	616	0.2%	No
LHX9	1.892e-2	1q31.3	AMP	5	616	0.8%	No
RN7SL47P		6q21	AMP	1	616	0.2%	No
SPC24		19p13.2	AMP	1	616	0.2%	No
CATSPERD		19p13.3	HOMDEL	3	616	0.5%	No
OR3A3		17p13.2	HOMDEL	6	616	1.0%	No
RNF213		17q25.3	HOMDEL	1	616	0.2%	Yes
RN7SL62P		1p32.3	AMP	1	616	0.2%	No
SLC25A20		3p21.31	AMP	2	616	0.3%	No
PSMC5		17q23.3	HOMDEL	1	616	0.2%	No
PIH1D1	1.487e-36	19q13.33	HOMDEL	21	616	3.4%	No
SKA3		13q12.11	AMP	33	616	5.4%	No
SEC24A	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
RCOR3	1.892e-2	1q32.2-q32.3	AMP	4	616	0.6%	No
ALG10B		12q12	AMP	3	616	0.5%	No
PLS3		Xq23	AMP	1	616	0.2%	No
CECR9		22q11.2	HOMDEL	3	616	0.5%	No
CERS3	9.521e-2	15q26.3	AMP	2	616	0.3%	No
PACS2		14q32.33	AMP	1	616	0.2%	No
NBPF8	1.892e-2	1p11.2	AMP	5	616	0.8%	No
RN7SL58P		5p14.3	AMP	4	616	0.6%	No
UGGT2		13q32.1	AMP	14	616	2.3%	No
LOXL2	6.103e-20	8p21.3	HOMDEL	40	616	6.5%	No
RTL8A		Xq26.3	HOMDEL	1	616	0.2%	No
POGLUT2		13q33.1	HOMDEL	1	616	0.2%	No
PSTPIP2		18q21.1	AMP	2	616	0.3%	No
SMYD2	1.892e-2	1q32.3	AMP	5	616	0.8%	No
TMEM131L		4q31.3	AMP	1	616	0.2%	No
MICU2		13q12.11	HOMDEL	1	616	0.2%	No
NFS1		20q11.22	AMP	53	616	8.6%	No
RN7SL67P		12p12.3	AMP	3	616	0.5%	No
RN7SKP209		6q14.3	HOMDEL	2	616	0.3%	No
XAGE1A		Xp11.22	HOMDEL	3	616	0.5%	No
NACC1		19p13.13	HOMDEL	3	616	0.5%	No
SMCR2		17p11.2	HOMDEL	4	616	0.6%	No
INTS9		8p21.1	AMP	3	616	0.5%	No
POLD4		11q13.2	HOMDEL	1	616	0.2%	No
LOXL4		10q24.2	HOMDEL	4	616	0.6%	No
SP6		17q21.32	AMP	2	616	0.3%	No
ANKRD28		3p25.1	AMP	1	616	0.2%	No
SLC25A14		Xq26.1	HOMDEL	1	616	0.2%	No
SPATA6		1p33	AMP	1	616	0.2%	No
HSPA4	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
STK24		13q32.2	HOMDEL	1	616	0.2%	No
MAP7		6q23.3	AMP	3	616	0.5%	No
SCIMP		17p13.2	HOMDEL	6	616	1.0%	No
UTP3		4q13.3	AMP	1	616	0.2%	No
PHGDH		1p12	HOMDEL	3	616	0.5%	No
ABLIM2	9.545e-2	4p16.1	HOMDEL	3	616	0.5%	No
GABRE		Xq28	HOMDEL	2	616	0.3%	No
ZNF207		17q11.2	AMP	3	616	0.5%	No
SUGP1		19p13.11	HOMDEL	3	616	0.5%	No
SHC4		15q21.1	HOMDEL	4	616	0.6%	No
LINC01194		5p15.2	AMP	5	616	0.8%	No
ARL13B		3q11.1-q11.2	HOMDEL	2	616	0.3%	No
COBL		7p12.1	AMP	3	616	0.5%	No
SLC12A3		16q13	AMP	1	616	0.2%	No
GSN		9q33.2	HOMDEL	1	616	0.2%	No
HAUS1		18q21.1	AMP	2	616	0.3%	No
ATP6V1B2		8p21.3	AMP	1	616	0.2%	Yes
BOP1		8q24.3	AMP	28	616	4.5%	No
STX12		1p35.3	HOMDEL	1	616	0.2%	No
PIH1D2	1.152e-1	11q23.1	HOMDEL	1	616	0.2%	No
ARSL		Xp22.33	HOMDEL	10	616	1.6%	No
PRKAR2A		3p21.31	HOMDEL	3	616	0.5%	No
RNA5SP124		3p25.1	HOMDEL	1	616	0.2%	No
LRRC37A16P	8.488e-3	17q24.2	AMP	6	616	1.0%	No
PSMB8		6p21.32	HOMDEL	2	616	0.3%	No
RNA5SP136		3p13	HOMDEL	2	616	0.3%	No
RNA5SP19		1q42.13	HOMDEL	1	616	0.2%	No
SYVN1		11q13.1	HOMDEL	2	616	0.3%	No
UST		6q25.1	AMP	3	616	0.5%	No
TMEM200C		18p11.31	AMP	2	616	0.3%	No
ATP6V0A1		17q21.2	HOMDEL	1	616	0.2%	No
POU3F4		Xq21.1	HOMDEL	2	616	0.3%	No
DLGAP3		1p34.3	HOMDEL	1	616	0.2%	No
ANO9		11p15.5	HOMDEL	4	616	0.6%	No
RPRD2	1.892e-2	1q21.2	AMP	4	616	0.6%	No
OR4F21		8p23.3	HOMDEL	44	616	7.1%	No
ANGPT2		8p23.1	HOMDEL	42	616	6.8%	No
OR51B4		11p15.4	AMP	1	616	0.2%	No
SNORD64	1.892e-2	15q11.2	AMP	3	616	0.5%	No
ATP6V1C1		8q22.3	AMP	30	616	4.9%	No
CPN1		10q24.2	HOMDEL	4	616	0.6%	No
MAD2L2		1p36.22	HOMDEL	3	616	0.5%	Yes
RN7SKP187		7q31.1	HOMDEL	1	616	0.2%	No
EZHIP		Xp11.22	HOMDEL	3	616	0.5%	Yes
FCGR1CP	1.892e-2	1q21.1	AMP	5	616	0.8%	No
FAM27E2		9p11.2	AMP	5	616	0.8%	No
CLDN20		6q25.3	AMP	3	616	0.5%	No
TET1		10q21.3	AMP	2	616	0.3%	Yes
LZIC		1p36.22	HOMDEL	4	616	0.6%	No
RNA5SP498		Xp22.33	HOMDEL	10	616	1.6%	No
DNAJC30		7q11.23	AMP	2	616	0.3%	No
KATNIP		16p12.1	AMP	3	616	0.5%	No
SNORA75	1.319e-2	2q37.1	HOMDEL	1	616	0.2%	No
SDR42E2		16p12.1	HOMDEL	1	616	0.2%	No
RHOQ		2p21	HOMDEL	2	616	0.3%	No
DCP1B	1.051e-9	12p13.33	AMP	11	616	1.8%	No
LIF-AS2		22q12.2	AMP	1	616	0.2%	No
MFSD14C		9q22.33	AMP	2	616	0.3%	No
ANKRD9	1.130e-1	14q32.31	HOMDEL	2	616	0.3%	No
CRNN	1.892e-2	1q21.3	AMP	4	616	0.6%	No
ABHD17A	9.757e-6	19p13.3	HOMDEL	4	616	0.6%	No
LRRC27		10q26.3	AMP	1	616	0.2%	No
CARD19		9q22.31	AMP	2	616	0.3%	No
POLR2A		17p13.1	HOMDEL	8	616	1.3%	No
TMEM132C		12q24.32	HOMDEL	1	616	0.2%	No
RNA5SP391	2.325e-6	15q12	HOMDEL	6	616	1.0%	No
MXRA5		Xp22.33	HOMDEL	10	616	1.6%	No
TTC17		11p12-p11.2	AMP	1	616	0.2%	No
CACNA1C		12p13.33	HOMDEL	1	616	0.2%	No
GKAP1		9q21.32	AMP	1	616	0.2%	No
LINC00567		13q34	HOMDEL	1	616	0.2%	No
ADPRHL1		13q34	HOMDEL	1	616	0.2%	No
KCNIP1		5q35.1	HOMDEL	1	616	0.2%	No
WNK1		12p13.33	HOMDEL	1	616	0.2%	No
DHX32		10q26.2	AMP	1	616	0.2%	No
RPLP0P2		11q12.2	HOMDEL	2	616	0.3%	No
KIAA0930		22q13.31	HOMDEL	3	616	0.5%	No
RN7SL817P		2p21	HOMDEL	2	616	0.3%	No
SLC9A3		5p15.33	AMP	7	616	1.1%	No
NMI		2q23.3	HOMDEL	4	616	0.6%	No
HNRNPA0		5q31.2	HOMDEL	1	616	0.2%	No
RGS9		17q24.1	HOMDEL	1	616	0.2%	No
UAP1L1		9q34.3	AMP	5	616	0.8%	No
CLRN2		4p15.32	AMP	1	616	0.2%	No
SMIM18		8p12	HOMDEL	28	616	4.5%	No
NOA1		4q12	AMP	1	616	0.2%	No
TRUB1		10q25.3	AMP	2	616	0.3%	No
SLC4A7		3p24.1	HOMDEL	1	616	0.2%	No
ASIC5		4q32.1	AMP	1	616	0.2%	No
MX2		21q22.3	HOMDEL	1	616	0.2%	No
RN7SL370P		1p31.1	HOMDEL	3	616	0.5%	No
ARPC5	1.892e-2	1q25.3	AMP	4	616	0.6%	No
QTRT1		19p13.3	HOMDEL	3	616	0.5%	No
PKD1		16p13.3	HOMDEL	2	616	0.3%	No
TNFSF13B		13q33.3	HOMDEL	2	616	0.3%	No
C11ORF24		11q13.2	HOMDEL	1	616	0.2%	No
ZKSCAN3		6p22.1	AMP	2	616	0.3%	No
IBTK		6q14.1	HOMDEL	2	616	0.3%	No
IL20	1.892e-2	1q32.1	AMP	5	616	0.8%	No
DHX8		17q21.31	AMP	2	616	0.3%	No
TIAM1		21q22.11	HOMDEL	2	616	0.3%	No
RBPMS		8p12	AMP	6	616	1.0%	No
MBP		18q23	AMP	1	616	0.2%	No
KBTBD8		3p14.1	HOMDEL	1	616	0.2%	No
PTX4		16p13.3	HOMDEL	3	616	0.5%	No
HES3		1p36.31	AMP	1	616	0.2%	No
SOWAHB		4q21.1	HOMDEL	2	616	0.3%	No
CDIP1		16p13.3	HOMDEL	3	616	0.5%	No
GPR34		Xp11.4	AMP	1	616	0.2%	No
ZNRF1		16q23.1	HOMDEL	1	616	0.2%	No
SNCAIP	2.199e-5	5q23.2	HOMDEL	7	616	1.1%	Yes
FBXO33	6.190e-2	14q21.1	HOMDEL	1	616	0.2%	No
ABCG4		11q23.3	AMP	1	616	0.2%	No
AGBL1	9.521e-2	15q25.3	AMP	1	616	0.2%	No
KBTBD7		13q14.11	HOMDEL	1	616	0.2%	No
DYRK1A		21q22.13	HOMDEL	3	616	0.5%	No
SNORA62	6.103e-20	3p22.1	HOMDEL	2	616	0.3%	No
ERO1B		1q42.3	HOMDEL	1	616	0.2%	No
TXNDC17		17p13.1	HOMDEL	9	616	1.5%	No
RN7SL216P		3p24.2	AMP	1	616	0.2%	No
C4ORF46		4q32.1	AMP	2	616	0.3%	No
OBI1		13q31.1	AMP	13	616	2.1%	No
NCAN		19p12	HOMDEL	3	616	0.5%	No
ARPC1B		7q22.1	AMP	3	616	0.5%	No
LRIG3		12q14.1	AMP	1	616	0.2%	Yes
APOBEC2		6p21.1	AMP	6	616	1.0%	No
PRIMPOL	9.214e-21	4q35.1	HOMDEL	15	616	2.4%	No
ZNF517		8q24.3	AMP	28	616	4.5%	No
MBD1		18q21.1	AMP	1	616	0.2%	No
PABIR1		9q21.11	HOMDEL	2	616	0.3%	No
RNU6ATAC34P		20p11.23	HOMDEL	2	616	0.3%	No
